ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
257	"ENSMUSG00000074673"	"Ttll9"	chr2	+	152984080	152984321	152984135	152984321	152983054	152983166
258	"ENSMUSG00000051156"	"Olfr1491"	chr19	+	13699609	13699688	13699612	13699688	13697267	13697562
259	"ENSMUSG00000051156"	"Olfr1491"	chr19	+	13704823	13706127	13704826	13706127	13699609	13699688
260	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33996874	33996826	33996859	33997037	33997157
261	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33999270	33999546	33999270	33999510	33999733	34000003
262	"ENSMUSG00000031402"	"Mpp1"	chrX	-	75117755	75117952	75117755	75117892	75121434	75121503
263	"ENSMUSG00000015869"	"Prpsap1"	chr11	-	116479651	116479839	116479651	116479824	116485868	116485935
264	"ENSMUSG00000035189"	"Ano4"	chr10	-	89084546	89084653	89084546	89084591	89088192	89088293
265	"ENSMUSG00000023345"	"Poc1a"	chr9	+	106329872	106330016	106329900	106330016	106307940	106308033
266	"ENSMUSG00000023345"	"Poc1a"	chr9	+	106329872	106330016	106329900	106330016	106326283	106326326
267	"ENSMUSG00000091381"	"Vmn2r83"	chr10	+	79480085	79480313	79480206	79480313	79478426	79478618
268	"ENSMUSG00000091381"	"Vmn2r83"	chr10	+	79480085	79480313	79480206	79480313	79478426	79479233
269	"ENSMUSG00000027288"	"Zfp106"	chr2	-	120545842	120545904	120545842	120545901	120555230	120555315
270	"ENSMUSG00000029670"	"Ing3"	chr6	+	21952091	21952229	21952128	21952229	21950037	21950109
271	"ENSMUSG00000029670"	"Ing3"	chr6	+	21968884	21969004	21968917	21969004	21967626	21967698
272	"ENSMUSG00000036073"	"Galt"	chr4	+	41756343	41756422	41756346	41756422	41755960	41756130
273	"ENSMUSG00000024883"	"Rin1"	chr19	+	5051740	5051832	5051773	5051832	5051557	5051630
274	"ENSMUSG00000086962"	"Gm12248"	chr11	-	58072842	58072991	58072842	58072943	58080924	58080947
275	"ENSMUSG00000015461"	"Atf6b"	chr17	+	34648218	34648297	34648229	34648297	34647659	34647739
276	"ENSMUSG00000030996"	"Art1"	chr7	+	102106666	102107432	102107338	102107432	102106259	102106365
277	"ENSMUSG00000025758"	"Plk4"	chr3	+	40805007	40805920	40805011	40805920	40801957	40802072
278	"ENSMUSG00000025758"	"Plk4"	chr3	+	40808746	40809108	40808755	40809108	40806486	40806587
279	"ENSMUSG00000085396"	"Firre"	chrX	-	50627206	50627309	50627206	50627250	50630890	50630995
280	"ENSMUSG00000025877"	"Hk3"	chr13	-	55011147	55011443	55011147	55011308	55012026	55012260
281	"ENSMUSG00000029422"	"Rsrc2"	chr5	-	123733555	123733635	123733555	123733630	123735821	123735896
282	"ENSMUSG00000029422"	"Rsrc2"	chr5	-	123733555	123733635	123733555	123733630	123736558	123736681
283	"ENSMUSG00000029422"	"Rsrc2"	chr5	-	123740671	123740884	123740671	123740862	123742778	123742856
284	"ENSMUSG00000029422"	"Rsrc2"	chr5	-	123740671	123740884	123740671	123740862	123743637	123743678
285	"ENSMUSG00000020198"	"Ap3d1"	chr10	-	80727881	80727989	80727881	80727919	80729977	80730058
286	"ENSMUSG00000059049"	"Frem1"	chr4	-	82991406	82991631	82991406	82991574	82992801	82992892
287	"ENSMUSG00000059049"	"Frem1"	chr4	-	83005550	83005874	83005550	83005870	83011861	83012058
288	"ENSMUSG00000059049"	"Frem1"	chr4	-	83005550	83005877	83005550	83005870	83011861	83012058
289	"ENSMUSG00000059049"	"Frem1"	chr4	-	83005550	83005877	83005550	83005874	83011861	83012058
290	"ENSMUSG00000035694"	"Caps2"	chr10	+	112179331	112179515	112179356	112179515	112177882	112178008
291	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3559096	3559159	3559137	3559159	3558660	3558693
292	"ENSMUSG00000061489"	"Olfr525"	chr7	+	140322571	140327625	140323025	140327625	140320857	140320940
293	"ENSMUSG00000022779"	"Top3b"	chr16	+	16887831	16888005	16887857	16888005	16887576	16887723
294	"ENSMUSG00000029673"	"Auts2"	chr5	-	131474922	131475176	131474922	131475173	131476552	131477023
295	"ENSMUSG00000045409"	"Trim39"	chr17	-	36258872	36260945	36258872	36260921	36261490	36261606
296	"ENSMUSG00000045409"	"Trim39"	chr17	-	36263728	36264080	36263728	36263959	36267124	36267220
297	"ENSMUSG00000045095"	"Magi1"	chr6	-	93694007	93694208	93694007	93694175	93697193	93697487
298	"ENSMUSG00000045095"	"Magi1"	chr6	-	93694007	93694211	93694007	93694175	93697193	93697487
299	"ENSMUSG00000045095"	"Magi1"	chr6	-	93694007	93694211	93694007	93694208	93697193	93697487
300	"ENSMUSG00000045095"	"Magi1"	chr6	-	93708003	93708220	93708003	93708217	93717239	93717271
301	"ENSMUSG00000035762"	"Tmem161b"	chr13	+	84282710	84282862	84282748	84282862	84272170	84272327
302	"ENSMUSG00000030067"	"Foxp1"	chr6	-	98945346	98945426	98945346	98945423	98945533	98945735
303	"ENSMUSG00000030067"	"Foxp1"	chr6	-	99009903	99010057	99009903	99010054	99015423	99015510
304	"ENSMUSG00000030067"	"Foxp1"	chr6	-	99015423	99015513	99015423	99015510	99016527	99016665
305	"ENSMUSG00000030067"	"Foxp1"	chr6	-	99075853	99076045	99075853	99075949	99162838	99163018
306	"ENSMUSG00000063889"	"Crem"	chr18	-	3266355	3268129	3266355	3267732	3273421	3273578
307	"ENSMUSG00000115987"	"Vps28"	chr15	-	76624591	76624718	76624591	76624620	76625133	76625205
308	"ENSMUSG00000004207"	"Psap"	chr10	+	60299091	60299229	60299097	60299229	60295945	60296002
309	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9989648	9989774	9989690	9989774	9987598	9987664
310	"ENSMUSG00000032340"	"Neo1"	chr9	-	58906870	58907094	58906870	58907046	58908403	58908499
311	"ENSMUSG00000032340"	"Neo1"	chr9	-	58930955	58931175	58930955	58931115	58955958	58956079
312	"ENSMUSG00000020716"	"Nf1"	chr11	+	79565417	79565551	79565420	79565551	79564823	79564946
313	"ENSMUSG00000021071"	"Trim9"	chr12	-	70267233	70267266	70267233	70267263	70268061	70268200
314	"ENSMUSG00000071176"	"Arhgef10"	chr8	+	14934769	14934846	14934772	14934846	14932356	14932420
315	"ENSMUSG00000034160"	"Ogt"	chrX	+	101642975	101643156	101643005	101643156	101640217	101640322
316	"ENSMUSG00000037773"	"Pced1a"	chr2	-	130422224	130422704	130422224	130422375	130422812	130422892
317	"ENSMUSG00000048827"	"Pkd1l3"	chr8	+	109628635	109628812	109628695	109628812	109626750	109626882
318	"ENSMUSG00000022185"	"Acin1"	chr14	-	54646450	54646603	54646450	54646567	54646702	54646833
319	"ENSMUSG00000022185"	"Acin1"	chr14	-	54646702	54646836	54646702	54646833	54648087	54648130
320	"ENSMUSG00000004113"	"Cacna1b"	chr2	-	24616818	24616946	24616818	24616913	24617673	24617786
321	"ENSMUSG00000004113"	"Cacna1b"	chr2	-	24678875	24679643	24678875	24679640	24685767	24685874
322	"ENSMUSG00000004113"	"Cacna1b"	chr2	-	24718029	24718122	24718029	24718119	24719044	24719101
323	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30309985	30310054	30310027	30310054	30309480	30309559
324	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30312505	30312707	30312590	30312707	30312236	30312388
325	"ENSMUSG00000116976"	"4930500H12Rik"	chr16	+	73401362	73401503	73401398	73401503	73098906	73099041
326	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	66996464	66996590	66996470	66996590	66994516	66994712
327	"ENSMUSG00000020836"	"Coro6"	chr11	+	77469375	77469601	77469378	77469601	77469056	77469287
328	"ENSMUSG00000032554"	"Trf"	chr9	-	103217362	103217533	103217362	103217518	103219222	103219255
329	"ENSMUSG00000062785"	"Kcnc3"	chr7	+	44598380	44598575	44598383	44598575	44595160	44596268
330	"ENSMUSG00000072258"	"Taf1a"	chr1	+	183400581	183400801	183400602	183400801	183397779	183397893
331	"ENSMUSG00000001415"	"Smg5"	chr3	+	88349110	88349267	88349141	88349267	88347517	88347596
332	"ENSMUSG00000035139"	"Secisbp2"	chr13	+	51654385	51654635	51654495	51654635	51652606	51652755
333	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717572	88717658	88717601	88717658	88717325	88717470
334	"ENSMUSG00000029276"	"Glmn"	chr5	-	107575231	107575364	107575231	107575340	107578450	107578567
335	"ENSMUSG00000050266"	"Olfr690"	chr7	-	105328224	105330261	105328224	105330224	105334056	105334104
336	"ENSMUSG00000098789"	"Jmjd7"	chr2	+	120031501	120031651	120031574	120031651	120031306	120031402
337	"ENSMUSG00000071064"	"Zfp827"	chr8	+	79178889	79179079	79178907	79179079	79175832	79175970
338	"ENSMUSG00000071064"	"Zfp827"	chr8	+	79188148	79188181	79188153	79188181	79186175	79186353
339	"ENSMUSG00000031785"	"Adgrg1"	chr8	+	95003235	95003673	95003250	95003673	95002438	95002513
340	"ENSMUSG00000031537"	"Ikbkb"	chr8	-	22669606	22669730	22669606	22669725	22671630	22671745
341	"ENSMUSG00000073639"	"Rab18"	chr18	+	6778476	6778556	6778494	6778556	6770053	6770109
342	"ENSMUSG00000037716"	"Ccdc33"	chr9	-	58033219	58033311	58033219	58033308	58033555	58033715
343	"ENSMUSG00000061099"	"Gapdhs"	chr7	-	30732195	30732347	30732195	30732325	30732611	30732693
344	"ENSMUSG00000037487"	"Ubr5"	chr15	-	37973302	37975671	37973302	37973458	37976059	37976235
345	"ENSMUSG00000037487"	"Ubr5"	chr15	-	38037815	38038027	38037815	38038009	38040752	38040902
346	"ENSMUSG00000042207"	"Kdm5b"	chr1	+	134593328	134593463	134593337	134593463	134588776	134588947
347	"ENSMUSG00000105662"	"Gm6639"	chr3	-	35637532	35637911	35637532	35637791	35639508	35639688
348	"ENSMUSG00000105662"	"Gm6639"	chr3	-	35648792	35648948	35648792	35648856	35650707	35650785
349	"ENSMUSG00000073164"	"2410018L13Rik"	chr12	-	22958351	22960254	22958351	22958457	22992787	22992848
350	"ENSMUSG00000035790"	"Cep19"	chr16	+	32103850	32104047	32103883	32104047	32102966	32103044
351	"ENSMUSG00000020736"	"Nt5c"	chr11	-	115490419	115490769	115490419	115490744	115490852	115490967
352	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5982720	5982761	5982720	5982758	5988100	5988143
353	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4127549	4127639	4127576	4127639	4127056	4127121
354	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4130856	4131075	4131030	4131075	4127759	4127836
355	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4131361	4131727	4131396	4131727	4131228	4131282
356	"ENSMUSG00000037936"	"Scarb1"	chr5	-	125283898	125284064	125283898	125284045	125284680	125284732
357	"ENSMUSG00000031403"	"Dkc1"	chrX	+	75097234	75097369	75097282	75097369	75096833	75096901
358	"ENSMUSG00000033257"	"Ttll4"	chr1	+	74678897	74680463	74680353	74680463	74672843	74673010
359	"ENSMUSG00000041057"	"Wdr43"	chr17	+	71648772	71648859	71648776	71648859	71642704	71642833
360	"ENSMUSG00000020328"	"Nudcd2"	chr11	+	40736492	40736644	40736567	40736644	40736017	40736066
361	"ENSMUSG00000002963"	"Pnkp"	chr7	+	44859722	44859945	44859887	44859945	44858452	44858749
362	"ENSMUSG00000002963"	"Pnkp"	chr7	+	44861146	44861239	44861188	44861239	44860988	44861059
363	"ENSMUSG00000002963"	"Pnkp"	chr7	+	44862498	44862650	44862568	44862650	44862365	44862427
364	"ENSMUSG00000015748"	"Prpf3"	chr3	-	95835353	95835525	95835353	95835467	95835643	95835743
365	"ENSMUSG00000015748"	"Prpf3"	chr3	-	95840669	95840749	95840669	95840744	95844185	95844352
366	"ENSMUSG00000025607"	"Copg2"	chr6	-	30749405	30749504	30749405	30749501	30749760	30749899
367	"ENSMUSG00000038676"	"Ucn"	chr5	-	31138062	31138533	31138062	31138528	31138796	31138829
368	"ENSMUSG00000090210"	"Itga10"	chr3	+	96656440	96656533	96656443	96656533	96656151	96656293
369	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122788301	122788464	122788301	122788440	122791607	122791755
370	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122791607	122791755	122791607	122791735	122791826	122791934
371	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122800450	122800608	122800450	122800593	122802129	122802219
372	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122800450	122800632	122800450	122800593	122802129	122802219
373	"ENSMUSG00000029472"	"Anapc5"	chr5	-	122800450	122800632	122800450	122800608	122802129	122802219
374	"ENSMUSG00000073830"	"Mup14"	chr4	-	61302479	61302553	61302479	61302550	61303321	61303455
375	"ENSMUSG00000062127"	"Cttnbp2nl"	chr3	-	105032652	105032760	105032652	105032752	105038864	105038987
376	"ENSMUSG00000038429"	"Usp5"	chr6	-	124824555	124824701	124824555	124824647	124824851	124824985
377	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20674167	20674314	20674227	20674314	20673867	20673961
378	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20675729	20675829	20675759	20675829	20675343	20675520
379	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20678801	20678950	20678883	20678950	20678581	20678674
380	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20681733	20681922	20681736	20681922	20681182	20681316
381	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20681733	20681922	20681736	20681922	20681419	20681578
382	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20684407	20684508	20684428	20684508	20684021	20684181
383	"ENSMUSG00000062563"	"Cys1"	chr12	-	24665847	24666252	24665847	24666181	24666766	24666827
384	"ENSMUSG00000062563"	"Cys1"	chr12	-	24665952	24666221	24665952	24666181	24666766	24666827
385	"ENSMUSG00000054474"	"Thnsl2"	chr6	-	71138650	71138822	71138650	71138803	71139748	71139943
386	"ENSMUSG00000006920"	"Ezh1"	chr11	-	101217242	101217368	101217242	101217363	101218653	101218720
387	"ENSMUSG00000017288"	"Vps53"	chr11	-	76113940	76114082	76113940	76114077	76117058	76117201
388	"ENSMUSG00000020366"	"Mapk9"	chr11	+	49869171	49869310	49869211	49869310	49866982	49867041
389	"ENSMUSG00000020366"	"Mapk9"	chr11	+	49883141	49883310	49883146	49883310	49882130	49882199
390	"ENSMUSG00000003992"	"Ssbp2"	chr13	+	91675033	91675125	91675057	91675125	91670393	91670464
391	"ENSMUSG00000045128"	"Rpl18a"	chr8	-	70895599	70896045	70895599	70895709	70896132	70896312
392	"ENSMUSG00000022012"	"Enox1"	chr14	+	77508136	77508274	77508139	77508274	77506803	77506947
393	"ENSMUSG00000028736"	"Pax7"	chr4	-	139828575	139828710	139828575	139828704	139829496	139829626
394	"ENSMUSG00000021144"	"Mta1"	chr12	+	113131315	113131467	113131362	113131467	113130884	113131000
395	"ENSMUSG00000019817"	"Plagl1"	chr10	+	13116695	13116781	13116709	13116781	13112518	13112550
396	"ENSMUSG00000019817"	"Plagl1"	chr10	+	13116695	13116781	13116709	13116781	13114157	13114220
397	"ENSMUSG00000029075"	"Tnfrsf4"	chr4	+	156015299	156015452	156015385	156015452	156014901	156015009
398	"ENSMUSG00000022146"	"Osmr"	chr15	-	6824472	6824652	6824472	6824649	6827088	6827311
399	"ENSMUSG00000116581"	"Gm46565"	chr16	-	30913330	30915574	30913330	30914777	30928360	30928446
400	"ENSMUSG00000026222"	"Sp100"	chr1	+	85673624	85673771	85673681	85673771	85670001	85670082
401	"ENSMUSG00000026222"	"Sp100"	chr1	+	85674654	85675266	85675194	85675266	85673624	85673771
402	"ENSMUSG00000032898"	"Fbxo21"	chr5	+	118000316	118000528	118000337	118000528	117995369	117995502
403	"ENSMUSG00000041708"	"Mpped1"	chr15	+	83852039	83852155	83852043	83852155	83800002	83800184
404	"ENSMUSG00000041708"	"Mpped1"	chr15	+	83852039	83852155	83852043	83852155	83836272	83836498
405	"ENSMUSG00000024581"	"Napg"	chr18	+	62983359	62983391	62983373	62983391	62982618	62982703
406	"ENSMUSG00000113860"	"Gm45949"	chr13	+	46067472	46067705	46067568	46067705	46063462	46063660
407	"ENSMUSG00000038838"	"Vars2"	chr17	-	35660403	35660597	35660403	35660509	35660723	35660799
408	"ENSMUSG00000087578"	"Ccdc142os"	chr6	-	83107742	83107914	83107742	83107806	83108810	83109054
409	"ENSMUSG00000034761"	"Map4k5"	chr12	-	69818383	69818501	69818383	69818498	69822802	69822863
410	"ENSMUSG00000114452"	"A530001N23Rik"	chr13	-	60487396	60487627	60487396	60487445	60488032	60488105
411	"ENSMUSG00000038866"	"Zcchc2"	chr1	+	106027387	106027531	106027402	106027531	106023663	106023758
412	"ENSMUSG00000091670"	"Vmn2r105"	chr17	-	20202320	20209158	20202320	20204212	20224574	20224698
413	"ENSMUSG00000091670"	"Vmn2r105"	chr17	-	20202320	20210391	20202320	20204212	20224574	20224698
414	"ENSMUSG00000091670"	"Vmn2r105"	chr17	-	20202320	20210391	20202320	20209158	20224574	20224698
415	"ENSMUSG00000068086"	"Cyp2d9"	chr15	+	82454280	82454441	82454370	82454441	82454037	82454190
416	"ENSMUSG00000068086"	"Cyp2d9"	chr15	+	82456333	82456475	82456373	82456475	82455771	82455959
417	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3473768	3473866	3473768	3473815	3478277	3478364
418	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3473768	3473866	3473768	3473815	3484830	3484916
419	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3526701	3526934	3526701	3526929	3544107	3544255
420	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101294228	101294000	101294147	101294969	101295164
421	"ENSMUSG00000043241"	"Upf2"	chr2	+	6040108	6040210	6040111	6040210	6034111	6034251
422	"ENSMUSG00000043241"	"Upf2"	chr2	+	6046897	6047065	6046900	6047065	6040462	6040561
423	"ENSMUSG00000015656"	"Hspa8"	chr9	+	40801917	40802127	40801988	40802127	40801301	40801348
424	"ENSMUSG00000015656"	"Hspa8"	chr9	+	40802738	40802891	40802795	40802891	40802417	40802623
425	"ENSMUSG00000061877"	"BC048679"	chr7	-	81495125	81495373	81495125	81495255	81495578	81495780
426	"ENSMUSG00000032637"	"Atxn2l"	chr7	-	126496436	126496646	126496436	126496628	126497253	126497364
427	"ENSMUSG00000063975"	"Slco1a5"	chr6	-	142268191	142268333	142268191	142268284	142275458	142275568
428	"ENSMUSG00000034652"	"Cd300a"	chr11	+	114894657	114894778	114894669	114894778	114893237	114893594
429	"ENSMUSG00000053110"	"Yap1"	chr9	-	7939139	7939164	7939139	7939152	7952952	7953134
430	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29332075	29332257	29332075	29332238	29332660	29332778
431	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29332075	29332279	29332075	29332238	29332660	29332778
432	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29332075	29332279	29332075	29332257	29332660	29332778
433	"ENSMUSG00000051046"	"Olfr214"	chr6	+	116556396	116557407	116556399	116557407	116554905	116554976
434	"ENSMUSG00000032504"	"Pdcd6ip"	chr9	-	113685306	113685438	113685306	113685423	113687624	113687725
435	"ENSMUSG00000040950"	"Mgl2"	chr11	+	70135048	70135162	70135051	70135162	70134118	70134263
436	"ENSMUSG00000062818"	"Vmn1r51"	chr6	+	90124656	90124765	90124660	90124765	90122595	90122672
437	"ENSMUSG00000062818"	"Vmn1r51"	chr6	+	90124656	90124765	90124660	90124765	90122595	90122811
438	"ENSMUSG00000062818"	"Vmn1r51"	chr6	+	90128232	90132264	90128425	90132264	90124656	90124765
439	"ENSMUSG00000001065"	"Zfp276"	chr8	+	123267504	123267699	123267599	123267699	123265313	123265431
440	"ENSMUSG00000073460"	"Pnldc1"	chr17	-	12890278	12890454	12890278	12890428	12890720	12890820
441	"ENSMUSG00000073460"	"Pnldc1"	chr17	-	12894359	12894611	12894359	12894415	12895511	12895597
442	"ENSMUSG00000073460"	"Pnldc1"	chr17	-	12897260	12897333	12897260	12897330	12899532	12899676
443	"ENSMUSG00000009090"	"Ap1b1"	chr11	+	5018015	5018206	5018096	5018206	5016605	5016851
444	"ENSMUSG00000111814"	"Olfr896-ps1"	chr9	+	38291922	38294465	38291995	38294465	38291441	38291567
445	"ENSMUSG00000059430"	"Actg2"	chr6	-	83522815	83522927	83522815	83522900	83523167	83523278
446	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74955482	74955717	74955566	74955717	74955050	74955335
447	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74957776	74957877	74957779	74957877	74955482	74955717
448	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74957776	74957877	74957779	74957877	74956554	74956713
449	"ENSMUSG00000022587"	"Ly6e"	chr15	+	74957776	74957877	74957779	74957877	74957414	74957463
450	"ENSMUSG00000000730"	"Dnmt3l"	chr10	+	78056411	78056750	78056584	78056750	78055334	78055716
451	"ENSMUSG00000021027"	"Ralgapa1"	chr12	-	55683906	55684090	55683906	55684005	55684486	55684621
452	"ENSMUSG00000021288"	"Klc1"	chr12	+	111789324	111789486	111789348	111789486	111787487	111787596
453	"ENSMUSG00000020364"	"Zfp354a"	chr11	+	51061399	51061498	51061402	51061498	51060859	51060986
454	"ENSMUSG00000020840"	"Blmh"	chr11	+	76949959	76951185	76951043	76951185	76946241	76946439
455	"ENSMUSG00000034707"	"Gns"	chr10	+	121374357	121374564	121374389	121374564	121371143	121371203
456	"ENSMUSG00000034707"	"Gns"	chr10	+	121378021	121378189	121378094	121378189	121376635	121376734
457	"ENSMUSG00000037149"	"Ddx1"	chr12	-	13245685	13245749	13245685	13245730	13246025	13246077
458	"ENSMUSG00000039738"	"Slx4"	chr16	-	3984990	3987181	3984990	3987176	3987914	3988081
459	"ENSMUSG00000033128"	"Gga1"	chr15	+	78889715	78889868	78889719	78889868	78889002	78889110
460	"ENSMUSG00000049658"	"Bdp1"	chr13	-	100093413	100093545	100093413	100093542	100097537	100097597
461	"ENSMUSG00000001054"	"Rmnd5b"	chr11	-	51624474	51624646	51624474	51624577	51625668	51625834
462	"ENSMUSG00000030533"	"Unc45a"	chr7	-	80329021	80329162	80329021	80329131	80329505	80329647
463	"ENSMUSG00000030533"	"Unc45a"	chr7	-	80339550	80339712	80339550	80339707	80340068	80340219
464	"ENSMUSG00000002477"	"Snrpd1"	chr18	+	10626825	10627017	10626948	10627017	10623630	10623707
465	"ENSMUSG00000020682"	"Mmp28"	chr11	-	83443758	83443896	83443758	83443854	83444210	83444360
466	"ENSMUSG00000020682"	"Mmp28"	chr11	-	83443758	83443926	83443758	83443854	83444210	83444360
467	"ENSMUSG00000020682"	"Mmp28"	chr11	-	83443758	83443926	83443758	83443896	83444210	83444360
